date,timestamp,now,now_sentiment,previous_close,previous_close_sentiment,week_ago,week_ago_sentiment,month_ago,month_ago_sentiment,year_ago,year_ago_sentiment
20230224,00:00:36,greed,63,greed,62,greed,67,greed,64,extreme fear,18
20230224,00:05:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:10:37,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:15:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:20:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:25:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:30:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:35:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:40:37,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:45:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:50:37,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,00:55:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:00:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:05:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:10:37,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:15:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:20:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:25:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:30:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:35:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:40:37,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:45:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:50:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,01:55:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:00:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:05:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:10:37,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:15:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:20:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:25:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:30:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:35:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:40:37,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:45:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:50:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,02:55:37,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:00:36,greed,63,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:05:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:10:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:15:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:20:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:25:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:30:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:35:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:40:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:45:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:50:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,03:55:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:00:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:05:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:10:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:15:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:20:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:25:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:30:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:35:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:40:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:45:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:50:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,04:55:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:00:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:05:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:10:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:15:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:20:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:25:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:30:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:35:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:40:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:45:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:50:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,05:55:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:00:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:05:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:10:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:15:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:20:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:25:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:30:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:35:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:40:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:45:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:50:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,06:55:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:00:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:05:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:10:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:15:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:20:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:25:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:30:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:35:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:40:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:45:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:50:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,07:55:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:00:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:05:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:10:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:15:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:20:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:25:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:30:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:35:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:40:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:45:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:50:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,08:55:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:00:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:05:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:10:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:15:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:20:37,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:25:36,greed,62,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:30:36,greed,61,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:35:36,greed,61,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:40:37,greed,60,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:45:36,greed,64,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:50:36,neutral,54,greed,62,greed,68,greed,60,extreme fear,21
20230224,09:55:36,greed,56,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:00:36,greed,56,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:05:36,neutral,53,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:10:37,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:15:36,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:20:37,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:25:36,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:30:36,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:35:36,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:40:37,neutral,52,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:45:36,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:50:36,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,10:55:36,neutral,52,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:00:36,neutral,52,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:05:36,neutral,54,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:10:37,neutral,52,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:15:36,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:20:36,greed,56,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:25:41,greed,56,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:30:36,greed,56,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:35:36,neutral,55,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:40:37,greed,57,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:45:36,greed,57,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:50:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,11:55:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:00:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:05:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:10:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:15:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:20:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:25:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:30:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:35:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:40:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:45:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:50:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,12:55:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:00:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:05:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:10:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:15:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:20:36,greed,57,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:25:37,greed,57,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:30:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:35:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:40:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:45:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:50:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,13:55:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:00:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:05:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:10:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:15:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:20:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:25:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:30:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:35:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:40:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:45:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:50:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,14:55:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:00:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:05:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:10:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:15:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:20:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:25:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:30:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:35:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:40:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:45:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:50:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,15:55:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:00:36,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:05:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:10:37,greed,58,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:15:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:20:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:25:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:30:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:35:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:40:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:45:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:50:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,16:55:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:00:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:05:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:10:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:15:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:20:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:25:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:30:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:35:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:40:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:45:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:50:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,17:55:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:00:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:05:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:10:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:15:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:20:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:25:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:30:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:35:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:40:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:45:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:50:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,18:55:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:00:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:05:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:10:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:15:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:20:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:25:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:30:38,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:35:38,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:40:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:45:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:50:41,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,19:55:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:00:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:05:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:10:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:15:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:20:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:25:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:30:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:35:41,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:40:38,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:45:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:50:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,20:55:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:00:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:05:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:10:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:15:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:20:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:25:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:30:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:35:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:40:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:45:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:50:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,21:55:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:00:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:05:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:10:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:15:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:20:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:25:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:30:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:35:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:40:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:45:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:50:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,22:55:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:00:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:05:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:10:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:15:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:20:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:25:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:30:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:35:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:40:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:45:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:50:37,greed,59,greed,62,greed,68,greed,60,extreme fear,21
20230224,23:55:36,greed,59,greed,62,greed,68,greed,60,extreme fear,21
