Date,Time,Ticker,open,high,low,close,volume
20220705,09:30:00,AAPL,137.78,137.95,137.01,137.51,1072737
20220705,09:31:00,AAPL,137.51,137.59,137.3,137.455,271141
20220705,09:32:00,AAPL,137.4425,137.4425,136.93,137.125,424228
20220705,09:33:00,AAPL,137.14,137.53,137.09,137.41,269481
20220705,09:34:00,AAPL,137.4157,137.7108,137.23,137.28,280832
20220705,09:35:00,AAPL,137.29,137.5976,137.2321,137.51,241901
20220705,09:36:00,AAPL,137.5,137.725,137.47,137.65,222422
20220705,09:37:00,AAPL,137.65,137.72,137.3,137.35,256000
20220705,09:38:00,AAPL,137.35,137.66,137.33,137.3401,237564
20220705,09:39:00,AAPL,137.32,137.51,137.13,137.13,317638
20220705,09:40:00,AAPL,137.1301,137.51,137.05,137.4,218383
20220705,09:41:00,AAPL,137.4,137.65,137.32,137.565,175257
20220705,09:42:00,AAPL,137.57,137.81,137.45,137.75,218556
20220705,09:43:00,AAPL,137.76,137.76,137.54,137.6912,196348
20220705,09:44:00,AAPL,137.69,137.73,137.55,137.58,133329
20220705,09:45:00,AAPL,137.58,138.23,137.52,138.17,380427
20220705,09:46:00,AAPL,138.175,138.495,138.11,138.17,359523
20220705,09:47:00,AAPL,138.18,138.52,138.1242,138.4601,233976
20220705,09:48:00,AAPL,138.47,138.76,138.46,138.67,296738
20220705,09:49:00,AAPL,138.67,138.84,138.54,138.61,298606
20220705,09:50:00,AAPL,138.62,138.6682,138.14,138.3,359308
20220705,09:51:00,AAPL,138.3,138.3,138.04,138.12,236720
20220705,09:52:00,AAPL,138.14,138.24,137.9,138.01,271550
20220705,09:53:00,AAPL,138.01,138.255,137.99,138.05,258947
20220705,09:54:00,AAPL,138.04,138.21,137.9,138.11,150626
20220705,09:55:00,AAPL,138.1,138.25,138.07,138.14,219430
20220705,09:56:00,AAPL,138.1314,138.18,137.88,137.9699,201151
20220705,09:57:00,AAPL,137.96,138.24,137.9,138.16,204209
20220705,09:58:00,AAPL,138.15,138.38,138.095,138.349,261687
20220705,09:59:00,AAPL,138.34,138.48,138.21,138.22,268593
20220705,10:00:00,AAPL,138.21,138.46,137.8166,138.3793,330900
20220705,10:01:00,AAPL,138.38,138.75,138.345,138.6,348380
20220705,10:02:00,AAPL,138.59,138.62,138.26,138.4,162622
20220705,10:03:00,AAPL,138.35,138.515,138.17,138.1899,119766
20220705,10:04:00,AAPL,138.165,138.17,137.9,137.99,164241
20220705,10:05:00,AAPL,137.95,138.03,137.9,137.93,102779
20220705,10:06:00,AAPL,137.9359,138.19,137.92,138.04,173634
20220705,10:07:00,AAPL,138.02,138.22,138.01,138.1701,125372
20220705,10:08:00,AAPL,138.17,138.2,138.0,138.1501,118914
20220705,10:09:00,AAPL,138.15,138.4031,138.14,138.38,164124
20220705,10:10:00,AAPL,138.37,138.5,138.26,138.5,135145
20220705,10:11:00,AAPL,138.49,138.91,138.49,138.71,410868
20220705,10:12:00,AAPL,138.73,138.83,138.66,138.8,211802
20220705,10:13:00,AAPL,138.78,139.01,138.76,139.0,227498
20220705,10:14:00,AAPL,139.0099,139.1099,138.88,138.945,180400
20220705,10:15:00,AAPL,138.94,138.99,138.85,138.885,246611
20220705,10:16:00,AAPL,138.88,138.89,138.72,138.7299,244083
20220705,10:17:00,AAPL,138.73,138.76,138.53,138.6299,174444
20220705,10:18:00,AAPL,138.63,138.79,138.5701,138.5701,120319
20220705,10:19:00,AAPL,138.58,138.68,138.35,138.565,258475
20220705,10:20:00,AAPL,138.56,138.89,138.51,138.85,218200
20220705,10:21:00,AAPL,138.83,139.0,138.68,138.945,196940
20220705,10:22:00,AAPL,138.93,138.98,138.66,138.68,144178
20220705,10:23:00,AAPL,138.69,138.82,138.63,138.8,121453
20220705,10:24:00,AAPL,138.8,138.94899999999998,138.66,138.79,116327
20220705,10:25:00,AAPL,138.79,138.8,138.49,138.56,115239
20220705,10:26:00,AAPL,138.5699,138.69,138.51,138.5599,113062
20220705,10:27:00,AAPL,138.55,138.97,138.41,138.78,203855
20220705,10:28:00,AAPL,138.77,138.92,138.62,138.62,157610
20220705,10:29:00,AAPL,138.61,138.705,138.57,138.7,96569
20220705,10:30:00,AAPL,138.715,138.73,138.54,138.64,91777
20220705,10:31:00,AAPL,138.63,138.7101,138.38,138.55,149369
20220705,10:32:00,AAPL,138.545,138.73,138.5101,138.71,127489
20220705,10:33:00,AAPL,138.7113,138.73,138.53,138.58,135474
20220705,10:34:00,AAPL,138.5769,138.675,138.515,138.66,88443
20220705,10:35:00,AAPL,138.66,138.76,138.61,138.715,89172
20220705,10:36:00,AAPL,138.72,139.06,138.71,139.025,243327
20220705,10:37:00,AAPL,139.0146,139.345,139.0,139.34,205265
20220705,10:38:00,AAPL,139.34,139.53,139.34,139.464,210147
20220705,10:39:00,AAPL,139.48,139.5503,139.39,139.485,171954
20220705,10:40:00,AAPL,139.47,139.5,139.26,139.29,155637
20220705,10:41:00,AAPL,139.29,139.65,139.2807,139.6121,151863
20220705,10:42:00,AAPL,139.62,139.66,139.32,139.33,163011
20220705,10:43:00,AAPL,139.31,139.45,139.28,139.32,149720
20220705,10:44:00,AAPL,139.34,139.39,139.11,139.13,148379
20220705,10:45:00,AAPL,139.14,139.17,139.0007,139.1,139711
20220705,10:46:00,AAPL,139.1,139.1099,138.85,138.8699,115840
20220705,10:47:00,AAPL,138.85,138.94,138.77,138.795,95418
20220705,10:48:00,AAPL,138.79,138.93,138.77,138.86,96690
20220705,10:49:00,AAPL,138.86,138.9857,138.79,138.9544,70370
20220705,10:50:00,AAPL,138.95,138.96,138.76,138.83,116124
20220705,10:51:00,AAPL,138.83,138.83,138.62,138.72,122830
20220705,10:52:00,AAPL,138.72,138.78,138.61,138.6159,93917
20220705,10:53:00,AAPL,138.615,138.84,138.57,138.82,126893
20220705,10:54:00,AAPL,138.82,138.87,138.74,138.8,77976
20220705,10:55:00,AAPL,138.79,138.895,138.73,138.8285,77591
20220705,10:56:00,AAPL,138.83,138.93,138.74,138.8357,83771
20220705,10:57:00,AAPL,138.8291,138.97,138.77,138.945,62590
20220705,10:58:00,AAPL,138.95,138.99,138.83,138.9125,72578
20220705,10:59:00,AAPL,138.91,138.98,138.85,138.9,92363
20220705,11:00:00,AAPL,138.88,138.885,138.59,138.615,111084
20220705,11:01:00,AAPL,138.6244,138.69,138.47,138.68,165622
20220705,11:02:00,AAPL,138.675,138.69,138.58,138.6099,84845
20220705,11:03:00,AAPL,138.61,138.82,138.525,138.645,128324
20220705,11:04:00,AAPL,138.64,138.8,138.64,138.7606,61820
20220705,11:05:00,AAPL,138.75,138.78,138.43,138.465,154085
20220705,11:06:00,AAPL,138.46,138.58,138.41,138.58,118003
20220705,11:07:00,AAPL,138.59,138.69,138.57,138.62,55896
20220705,11:08:00,AAPL,138.6082,138.7246,138.39,138.46,101682
20220705,11:09:00,AAPL,138.4561,138.565,138.35,138.55,101503
20220705,11:10:00,AAPL,138.54,138.6,138.48,138.49,74489
20220705,11:11:00,AAPL,138.47,138.5,138.25,138.26,157671
20220705,11:12:00,AAPL,138.275,138.42,138.17,138.415,129440
20220705,11:13:00,AAPL,138.42,138.4601,138.3099,138.3298,67592
20220705,11:14:00,AAPL,138.33,138.48,138.31,138.435,82141
20220705,11:15:00,AAPL,138.42,138.5524,138.39,138.535,104029
20220705,11:16:00,AAPL,138.515,138.6,138.37,138.465,109419
20220705,11:17:00,AAPL,138.465,138.69,138.4244,138.61,102684
20220705,11:18:00,AAPL,138.62,138.6409,138.5,138.52,66282
20220705,11:19:00,AAPL,138.52,138.65,138.445,138.62,73327
20220705,11:20:00,AAPL,138.63,138.8,138.6,138.76,127183
20220705,11:21:00,AAPL,138.75,138.81,138.6001,138.63,82651
20220705,11:22:00,AAPL,138.61,138.6293,138.47,138.47,118898
20220705,11:23:00,AAPL,138.475,138.475,138.29,138.36,115076
20220705,11:24:00,AAPL,138.35,138.48,138.3327,138.46,59137
20220705,11:25:00,AAPL,138.46,138.475,138.35,138.37,48291
20220705,11:26:00,AAPL,138.3699,138.39,138.2201,138.26,85104
20220705,11:27:00,AAPL,138.256,138.55,138.25,138.37,93106
20220705,11:28:00,AAPL,138.38,138.51,138.28,138.46,101557
20220705,11:29:00,AAPL,138.46,138.5,138.36,138.39,44761
20220705,11:30:00,AAPL,138.3646,138.4196,138.25,138.2899,89786
20220705,11:31:00,AAPL,138.2816,138.48,138.27,138.42,47251
20220705,11:32:00,AAPL,138.42,138.6815,138.42,138.615,116739
20220705,11:33:00,AAPL,138.62,138.74,138.59,138.625,88896
20220705,11:34:00,AAPL,138.62,138.62,138.53,138.59,55524
20220705,11:35:00,AAPL,138.59,138.68,138.56,138.68,78285
20220705,11:36:00,AAPL,138.665,138.68,138.36,138.3908,101986
20220705,11:37:00,AAPL,138.39,138.54,138.38,138.51,66313
20220705,11:38:00,AAPL,138.5,138.5,138.3219,138.35,78169
20220705,11:39:00,AAPL,138.33,138.4592,138.29,138.4,63061
20220705,11:40:00,AAPL,138.41,138.61,138.4,138.57,104567
20220705,11:41:00,AAPL,138.5601,138.72,138.53,138.6538,84909
20220705,11:42:00,AAPL,138.66,138.82,138.66,138.815,133687
20220705,11:43:00,AAPL,138.82,138.98,138.82,138.88,153746
20220705,11:44:00,AAPL,138.88,139.0899,138.86,139.0702,161380
20220705,11:45:00,AAPL,139.07,139.23,139.0,139.21,131657
20220705,11:46:00,AAPL,139.21,139.32,139.1732,139.29,206978
20220705,11:47:00,AAPL,139.29,139.4742,139.26,139.4093,130234
20220705,11:48:00,AAPL,139.405,139.49,139.36,139.3913,159581
20220705,11:49:00,AAPL,139.395,139.4399,139.31,139.395,132776
20220705,11:50:00,AAPL,139.4,139.43,139.33,139.43,84799
20220705,11:51:00,AAPL,139.44,139.59,139.4,139.5058,195293
20220705,11:52:00,AAPL,139.5016,139.545,139.35,139.42,125902
20220705,11:53:00,AAPL,139.43,139.57,139.425,139.54,149451
20220705,11:54:00,AAPL,139.55,139.73,139.55,139.71,255487
20220705,11:55:00,AAPL,139.7,139.7,139.53,139.5817,201864
20220705,11:56:00,AAPL,139.59,139.6099,139.43,139.46,150242
20220705,11:57:00,AAPL,139.45,139.46,139.31,139.35,127962
20220705,11:58:00,AAPL,139.35,139.4211,139.32,139.4211,78660
20220705,11:59:00,AAPL,139.42,139.43,139.25,139.33,99911
20220705,12:00:00,AAPL,139.35,139.42,139.26,139.34,91694
20220705,12:01:00,AAPL,139.3609,139.49,139.31,139.475,99435
20220705,12:02:00,AAPL,139.48,139.5,139.2,139.23,131129
20220705,12:03:00,AAPL,139.25,139.34,139.04,139.11,139527
20220705,12:04:00,AAPL,139.12,139.22,139.05,139.12,106368
20220705,12:05:00,AAPL,139.1299,139.1999,139.01,139.05,104810
20220705,12:06:00,AAPL,139.07,139.165,139.05,139.13,76227
20220705,12:07:00,AAPL,139.12,139.18,139.07,139.13,60337
20220705,12:08:00,AAPL,139.14,139.34,139.1049,139.305,129080
20220705,12:09:00,AAPL,139.31,139.3899,139.23,139.38,99583
20220705,12:10:00,AAPL,139.39,139.53,139.29,139.51,116284
20220705,12:11:00,AAPL,139.52,139.565,139.45,139.52,87602
20220705,12:12:00,AAPL,139.51,139.5542,139.42,139.52,133302
20220705,12:13:00,AAPL,139.5226,139.57,139.31,139.31,129289
20220705,12:14:00,AAPL,139.3191,139.38,139.23,139.38,79279
20220705,12:15:00,AAPL,139.3851,139.3964,139.24,139.275,101224
20220705,12:16:00,AAPL,139.2701,139.32,139.1425,139.165,93066
20220705,12:17:00,AAPL,139.1667,139.32,139.15,139.3,69022
20220705,12:18:00,AAPL,139.305,139.42,139.28,139.37,142257
20220705,12:19:00,AAPL,139.39,139.52,139.385,139.49,104306
20220705,12:20:00,AAPL,139.48,139.56,139.41,139.42,85826
20220705,12:21:00,AAPL,139.42,139.44,139.28,139.37,108216
20220705,12:22:00,AAPL,139.375,139.49,139.375,139.4899,93632
20220705,12:23:00,AAPL,139.49,139.89,139.47,139.875,202106
20220705,12:24:00,AAPL,139.89,139.96,139.82,139.9499,142236
20220705,12:25:00,AAPL,139.95,139.96,139.89,139.9389,119403
20220705,12:26:00,AAPL,139.9307,139.96,139.86,139.8899,85697
20220705,12:27:00,AAPL,139.89,139.99,139.8801,139.9762,115639
20220705,12:28:00,AAPL,139.9734,139.99,139.8,139.83,142645
20220705,12:29:00,AAPL,139.84,139.9,139.82,139.85,57002
20220705,12:30:00,AAPL,139.86,139.97,139.84,139.93,103305
20220705,12:31:00,AAPL,139.93,139.93,139.77,139.8,101271
20220705,12:32:00,AAPL,139.79,139.95,139.79,139.79,78132
20220705,12:33:00,AAPL,139.7902,139.83,139.705,139.7399,96940
20220705,12:34:00,AAPL,139.735,139.86,139.7338,139.84,105049
20220705,12:35:00,AAPL,139.83,139.88,139.81,139.86,69235
20220705,12:36:00,AAPL,139.865,139.8799,139.82,139.8586,63579
20220705,12:37:00,AAPL,139.85,139.9,139.7408,139.8299,74413
20220705,12:38:00,AAPL,139.82,140.03,139.7904,140.01,283699
20220705,12:39:00,AAPL,140.0,140.0,139.8,139.835,130110
20220705,12:40:00,AAPL,139.83,139.895,139.76,139.825,107095
20220705,12:41:00,AAPL,139.825,139.885,139.62,139.62,118078
20220705,12:42:00,AAPL,139.6199,139.69,139.5,139.54,139619
20220705,12:43:00,AAPL,139.54,139.5738,139.355,139.4,136324
20220705,12:44:00,AAPL,139.41,139.47,139.4001,139.41,103469
20220705,12:45:00,AAPL,139.41,139.46,139.34,139.35,90964
20220705,12:46:00,AAPL,139.3423,139.39,139.12,139.1669,121817
20220705,12:47:00,AAPL,139.1699,139.26,139.11,139.225,90288
20220705,12:48:00,AAPL,139.22,139.25,139.17,139.1859,56045
20220705,12:49:00,AAPL,139.195,139.2075,139.05,139.125,75793
20220705,12:50:00,AAPL,139.125,139.15,139.05,139.08,83438
20220705,12:51:00,AAPL,139.075,139.1699,139.01,139.1413,94644
20220705,12:52:00,AAPL,139.1401,139.15,138.94,139.125,105009
20220705,12:53:00,AAPL,139.12,139.17,139.03,139.05,52284
20220705,12:54:00,AAPL,139.05,139.15,139.01,139.09,91219
20220705,12:55:00,AAPL,139.085,139.13,139.055,139.08,53238
20220705,12:56:00,AAPL,139.075,139.08,138.97,139.0519,82318
20220705,12:57:00,AAPL,139.055,139.16,138.995,139.06,83051
20220705,12:58:00,AAPL,139.055,139.07,139.01,139.03,43818
20220705,12:59:00,AAPL,139.0211,139.0901,138.95,138.965,73638
20220705,13:00:00,AAPL,138.97,139.08,138.935,139.045,73223
20220705,13:01:00,AAPL,139.0401,139.0981,138.99,139.0,69281
20220705,13:02:00,AAPL,139.0,139.07,138.87,139.03,102092
20220705,13:03:00,AAPL,139.03,139.08,138.99,139.045,78961
20220705,13:04:00,AAPL,139.05,139.22,139.015,139.1999,120746
20220705,13:05:00,AAPL,139.216,139.24,138.97,139.09,130365
20220705,13:06:00,AAPL,139.09,139.09,139.005,139.025,53942
20220705,13:07:00,AAPL,139.03799999999998,139.06,138.94,138.97,71568
20220705,13:08:00,AAPL,138.965,139.11,138.94,139.1,82180
20220705,13:09:00,AAPL,139.11,139.18,139.08,139.145,66932
20220705,13:10:00,AAPL,139.135,139.2601,139.1101,139.25,94356
20220705,13:11:00,AAPL,139.25,139.285,139.17,139.2399,104573
20220705,13:12:00,AAPL,139.2301,139.38,139.23,139.37,97274
20220705,13:13:00,AAPL,139.36,139.39,139.255,139.3101,123067
20220705,13:14:00,AAPL,139.3144,139.35,139.28,139.35,43938
20220705,13:15:00,AAPL,139.35,139.4599,139.33,139.38,93240
20220705,13:16:00,AAPL,139.4,139.43,139.3199,139.364,62835
20220705,13:17:00,AAPL,139.37,139.465,139.35,139.46,104184
20220705,13:18:00,AAPL,139.45,139.605,139.44,139.57,126053
20220705,13:19:00,AAPL,139.56,139.71,139.5516,139.67,144896
20220705,13:20:00,AAPL,139.675,139.75,139.59,139.705,101122
20220705,13:21:00,AAPL,139.7,139.74,139.6,139.725,80759
20220705,13:22:00,AAPL,139.725,139.81,139.71,139.78,108057
20220705,13:23:00,AAPL,139.785,139.84,139.77,139.81,81305
20220705,13:24:00,AAPL,139.82,139.85,139.745,139.785,99585
20220705,13:25:00,AAPL,139.785,139.9,139.7716,139.84,89865
20220705,13:26:00,AAPL,139.85,139.91,139.83,139.88,93658
20220705,13:27:00,AAPL,139.88,139.911,139.77,139.89,103635
20220705,13:28:00,AAPL,139.889,139.894,139.81,139.84,50123
20220705,13:29:00,AAPL,139.86,139.895,139.78,139.84,74353
20220705,13:30:00,AAPL,139.83,139.88,139.74,139.76,109805
20220705,13:31:00,AAPL,139.75,139.795,139.69,139.79,102332
20220705,13:32:00,AAPL,139.795,139.795,139.67,139.719,105112
20220705,13:33:00,AAPL,139.73,139.82,139.66,139.7894,101917
20220705,13:34:00,AAPL,139.785,139.88,139.77,139.87,114347
20220705,13:35:00,AAPL,139.86,139.92,139.8509,139.885,113345
20220705,13:36:00,AAPL,139.89,140.05,139.84,140.025,169877
20220705,13:37:00,AAPL,140.02,140.06,139.9497,140.015,135727
20220705,13:38:00,AAPL,140.01,140.06,139.99,140.0499,105117
20220705,13:39:00,AAPL,140.0513,140.11,140.01,140.0299,130349
20220705,13:40:00,AAPL,140.03,140.075,139.9699,140.0286,109268
20220705,13:41:00,AAPL,140.03,140.12,140.03,140.09,60709
20220705,13:42:00,AAPL,140.085,140.15,140.06,140.1482,64054
20220705,13:43:00,AAPL,140.14,140.179,139.93,139.955,162004
20220705,13:44:00,AAPL,139.95,139.965,139.85,139.8726,98292
20220705,13:45:00,AAPL,139.88,139.9283,139.78,139.81,77569
20220705,13:46:00,AAPL,139.81,139.8999,139.81,139.85,60121
20220705,13:47:00,AAPL,139.85,139.85,139.72,139.735,103720
20220705,13:48:00,AAPL,139.7334,139.7334,139.64,139.72,92335
20220705,13:49:00,AAPL,139.715,139.8299,139.71,139.81,112618
20220705,13:50:00,AAPL,139.815,139.89,139.78,139.86,66795
20220705,13:51:00,AAPL,139.86,139.95,139.83,139.94,57223
20220705,13:52:00,AAPL,139.94,139.94,139.86,139.905,54689
20220705,13:53:00,AAPL,139.92,139.9759,139.9101,139.94,77876
20220705,13:54:00,AAPL,139.95,140.02,139.93,139.975,92704
20220705,13:55:00,AAPL,139.97,140.0,139.92,139.955,50636
20220705,13:56:00,AAPL,139.96,139.98,139.85,139.885,66026
20220705,13:57:00,AAPL,139.88,140.04,139.87,140.04,78984
20220705,13:58:00,AAPL,140.02,140.04,139.9595,140.0116,70315
20220705,13:59:00,AAPL,140.0101,140.06,140.01,140.05,65074
20220705,14:00:00,AAPL,140.0504,140.055,139.935,139.961,63387
20220705,14:01:00,AAPL,139.965,140.05,139.93,140.0499,57816
20220705,14:02:00,AAPL,140.0461,140.115,140.03,140.11,104901
20220705,14:03:00,AAPL,140.11,140.2225,140.1,140.205,148509
20220705,14:04:00,AAPL,140.2009,140.36,140.2005,140.325,151763
20220705,14:05:00,AAPL,140.32,140.32,140.1607,140.21,111019
20220705,14:06:00,AAPL,140.2,140.2,140.07,140.09,78457
20220705,14:07:00,AAPL,140.09,140.155,140.03,140.1135,69018
20220705,14:08:00,AAPL,140.115,140.17,139.97,139.985,84960
20220705,14:09:00,AAPL,139.97,140.04,139.94,140.015,83252
20220705,14:10:00,AAPL,140.02,140.09,139.94,139.96,74056
20220705,14:11:00,AAPL,139.96,140.08,139.885,140.0079,104348
20220705,14:12:00,AAPL,140.01,140.09,139.99,140.0799,72416
20220705,14:13:00,AAPL,140.08,140.12,140.03,140.0418,62666
20220705,14:14:00,AAPL,140.045,140.105,140.0199,140.08,67834
20220705,14:15:00,AAPL,140.09,140.115,140.01,140.025,55756
20220705,14:16:00,AAPL,140.025,140.065,139.89,139.95,94078
20220705,14:17:00,AAPL,139.97,140.115,139.97,140.085,98671
